algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__c2,extra__chunk_size,extra__cost_is_approx,extra__d,extra__eps,extra__facility_final,extra__levels_used,extra__m_factor,extra__m_summary,extra__mode,extra__opened_centers,extra__peak_mem_bytes,extra__points_seen,extra__r,extra__state_bytes,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
[1]Guha2002_STREAMKMeans_Paper,0.99559,1.0,1194715.66024,10.0,blobs,,101.50987,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,71480.72103,8.0,30000.0,0.9939,0.00047,0.41969,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99379,1.01099,1207841.75,10.0,blobs,,0.13291,,,,,,16384.0,,,,,56.0,20215141.0,30000.0,,2688.0,,,,7523.84274,8.0,30000.0,0.99209,1.09915,3.98732,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.69017,2.1768,2600652.0,10.0,blobs,Ailon2009 faithful (no refinement),2303.93853,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3255.09716,8.0,30000.0,0.86067,117.6806,9.21631,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.78639,1.22424,1462615.76664,10.0,blobs,,3.43802,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,267839.00633,8.0,30000.0,0.87521,22.42433,0.112,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61808,1.0,99798.1875,10.0,anisotropic,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,158513.07716,8.0,30000.0,0.75206,0.0,0.18925,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58625,1.0871,108490.75781,10.0,anisotropic,,,,,,,,,,,,,,20318789.0,30000.0,,,,,,754903.72247,8.0,30000.0,0.74808,8.71014,0.03974,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63183,1.01349,101145.42049,10.0,anisotropic,,97.73517,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,74191.56695,8.0,30000.0,0.75923,1.34995,0.40435,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63337,1.0148,101275.86718,10.0,anisotropic,,0.1267,,,,,,512.0,,,,,61.0,20216317.0,30000.0,,2928.0,,,,7892.19437,8.0,30000.0,0.75974,1.48066,3.80122,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62081,1.46328,146033.625,10.0,anisotropic,Ailon2009 faithful (no refinement),2303.47548,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3255.75416,8.0,30000.0,0.76376,46.32893,9.21445,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.61364,1.12946,112718.78136,10.0,anisotropic,,3.47158,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,263804.09907,8.0,30000.0,0.7452,12.94672,0.11372,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61798,1.0,99796.75781,10.0,anisotropic,,,,,,,,,,,,,,20317669.0,30000.0,,,,,,160357.91887,8.0,30000.0,0.75204,0.0,0.18708,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.62575,1.0031,100106.71875,10.0,anisotropic,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,704331.44823,8.0,30000.0,0.756,0.31059,0.04259,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.6422,1.09177,108955.25424,10.0,anisotropic,,105.31483,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,69024.00246,8.0,30000.0,0.77643,9.17714,0.43463,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6341,1.01264,101058.71875,10.0,anisotropic,,0.12729,,,,,,512.0,,,,,53.0,20214445.0,30000.0,,2544.0,,,,7855.83075,8.0,30000.0,0.76025,1.26453,3.81881,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62494,1.76054,175697.03125,10.0,anisotropic,Ailon2009 faithful (no refinement),2334.92501,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3211.86375,8.0,30000.0,0.75632,76.05484,9.34037,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.64032,1.09397,109175.42708,10.0,anisotropic,,3.54162,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,257817.32642,8.0,30000.0,0.77293,9.39776,0.11636,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61817,1.0,99797.89062,10.0,anisotropic,,,,,,,,,,,,,,20317637.0,30000.0,,,,,,161437.14966,8.0,30000.0,0.7521,0.0,0.18583,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58806,1.08207,107988.67968,10.0,anisotropic,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,484729.99529,8.0,30000.0,0.73674,8.20737,0.06189,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.62055,1.02969,102761.13921,10.0,anisotropic,,102.64908,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,70772.29187,8.0,30000.0,0.75261,2.96924,0.42389,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62194,1.01921,101715.59375,10.0,anisotropic,,0.1269,,,,,,512.0,,,,,51.0,20213749.0,30000.0,,2448.0,,,,7879.90646,8.0,30000.0,0.7544,1.92158,3.80715,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59832,1.84278,183905.64062,10.0,anisotropic,Ailon2009 faithful (no refinement),2323.12744,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3228.20536,8.0,30000.0,0.76038,84.27808,9.29308,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.5849,1.13879,113648.9313,10.0,anisotropic,,3.46259,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,264209.22728,8.0,30000.0,0.73278,13.87909,0.11354,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61808,1.0,99798.1875,10.0,anisotropic,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,161138.20897,8.0,30000.0,0.75206,0.0,0.18617,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58625,1.0871,108490.75781,10.0,anisotropic,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,752954.55603,8.0,30000.0,0.74808,8.71014,0.03984,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63183,1.01349,101145.42099,10.0,anisotropic,,97.85515,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,74140.99941,8.0,30000.0,0.75923,1.34995,0.40463,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63337,1.0148,101275.86718,10.0,anisotropic,,0.12518,,,,,,512.0,,,,,61.0,20216317.0,30000.0,,2928.0,,,,7988.4456,8.0,30000.0,0.75974,1.48066,3.75542,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62081,1.46328,146033.625,10.0,anisotropic,Ailon2009 faithful (no refinement),2309.72003,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3246.94938,8.0,30000.0,0.76376,46.32893,9.23944,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.61364,1.12946,112718.78136,10.0,anisotropic,,3.47912,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,264518.58063,8.0,30000.0,0.7452,12.94672,0.11341,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61798,1.0,99796.75781,10.0,anisotropic,,,,,,,,,,,,,,20317669.0,30000.0,,,,,,162114.22191,8.0,30000.0,0.75204,0.0,0.18505,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.62575,1.0031,100106.71875,10.0,anisotropic,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,647769.20915,8.0,30000.0,0.756,0.31059,0.04631,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.6422,1.09177,108955.25398,10.0,anisotropic,,97.85996,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,74099.07107,8.0,30000.0,0.77643,9.17714,0.40486,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6341,1.01264,101058.71875,10.0,anisotropic,,0.12696,,,,,,512.0,,,,,53.0,20214445.0,30000.0,,2544.0,,,,7876.11234,8.0,30000.0,0.76025,1.26453,3.80898,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62494,1.76054,175697.03125,10.0,anisotropic,Ailon2009 faithful (no refinement),2317.64123,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3235.84729,8.0,30000.0,0.75632,76.05484,9.27114,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.64032,1.09397,109175.42708,10.0,anisotropic,,3.44996,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,266879.87403,8.0,30000.0,0.77293,9.39776,0.11241,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61817,1.0,99797.89843,10.0,anisotropic,,,,,,,,,,,,,,20317637.0,30000.0,,,,,,167738.13313,8.0,30000.0,0.7521,0.0,0.17885,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58806,1.08207,107988.67968,10.0,anisotropic,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,499259.08287,8.0,30000.0,0.73674,8.20736,0.06008,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.62055,1.02969,102761.13908,10.0,anisotropic,,105.09656,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,69146.51675,8.0,30000.0,0.75261,2.96924,0.43386,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62194,1.01921,101715.59375,10.0,anisotropic,,0.12723,,,,,,512.0,,,,,51.0,20213749.0,30000.0,,2448.0,,,,7859.69003,8.0,30000.0,0.7544,1.92157,3.81694,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59832,1.84278,183905.64062,10.0,anisotropic,Ailon2009 faithful (no refinement),2321.55618,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3230.39168,8.0,30000.0,0.76038,84.27806,9.28679,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.5849,1.13879,113648.9313,10.0,anisotropic,,3.47686,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,264696.44281,8.0,30000.0,0.73278,13.87908,0.11333,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61808,1.0,99798.1875,10.0,anisotropic,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,155879.48177,8.0,30000.0,0.75206,0.0,0.19245,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58625,1.0871,108490.75781,10.0,anisotropic,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,763965.44105,8.0,30000.0,0.74808,8.71014,0.03926,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63183,1.01349,101145.42042,10.0,anisotropic,,94.69711,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,76435.17396,8.0,30000.0,0.75923,1.34995,0.39248,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63337,1.0148,101275.86718,10.0,anisotropic,,0.12428,,,,,,512.0,,,,,61.0,20216317.0,30000.0,,2928.0,,,,8046.28257,8.0,30000.0,0.75974,1.48066,3.72842,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62081,1.46328,146033.625,10.0,anisotropic,Ailon2009 faithful (no refinement),2304.08585,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3254.89103,8.0,30000.0,0.76376,46.32893,9.21689,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.61364,1.12946,112718.78136,10.0,anisotropic,,3.53004,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,260392.36789,8.0,30000.0,0.7452,12.94672,0.11521,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61798,1.0,99796.75781,10.0,anisotropic,,,,,,,,,,,,,,20317669.0,30000.0,,,,,,158826.41426,8.0,30000.0,0.75204,0.0,0.18888,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.62575,1.0031,100106.71875,10.0,anisotropic,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,636360.57412,8.0,30000.0,0.756,0.31059,0.04714,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.6422,1.09177,108955.25434,10.0,anisotropic,,101.49238,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,71445.29864,8.0,30000.0,0.77643,9.17714,0.4199,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.6341,1.01264,101058.71875,10.0,anisotropic,,0.1268,,,,,,512.0,,,,,53.0,20214445.0,30000.0,,2544.0,,,,7886.07072,8.0,30000.0,0.76025,1.26453,3.80417,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.62494,1.76054,175697.03125,10.0,anisotropic,Ailon2009 faithful (no refinement),2310.33168,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3246.09069,8.0,30000.0,0.75632,76.05484,9.24188,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.64032,1.09397,109175.42708,10.0,anisotropic,,3.45091,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,264364.15358,8.0,30000.0,0.77293,9.39776,0.11347,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61817,1.0,99797.89062,10.0,anisotropic,,,,,,,,,,,,,,20317637.0,30000.0,,,,,,162216.41697,8.0,30000.0,0.7521,0.0,0.18493,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.58806,1.08207,107988.67968,10.0,anisotropic,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,513471.85845,8.0,30000.0,0.73674,8.20737,0.05842,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.62055,1.02969,102761.139,10.0,anisotropic,,105.11089,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,69208.71555,8.0,30000.0,0.75261,2.96924,0.43347,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62194,1.01921,101715.59375,10.0,anisotropic,,0.12724,,,,,,512.0,,,,,51.0,20213749.0,30000.0,,2448.0,,,,7858.96931,8.0,30000.0,0.7544,1.92158,3.81729,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59832,1.84278,183905.64062,10.0,anisotropic,Ailon2009 faithful (no refinement),2320.84825,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3231.37594,8.0,30000.0,0.76038,84.27808,9.28397,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.5849,1.13879,113648.9313,10.0,anisotropic,,3.43962,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,266534.19088,8.0,30000.0,0.73278,13.87909,0.11255,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,199888.06268,8.0,30000.0,1.0,0.0,0.15008,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1873622.25,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318789.0,30000.0,,,,,,687238.63598,8.0,30000.0,1.0,0.00867,0.04365,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.91914,10.0,high_dim_sparseish,,104.80204,,8192.0,,,,,1.0,2.0,32.0,,,40406009.0,30000.0,,2816.0,,32.0,,69376.18582,8.0,30000.0,1.0,0.0,0.43242,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00753,1887567.5,10.0,high_dim_sparseish,,0.13637,,,,,,32768.0,,,,,57.0,20215309.0,30000.0,,2736.0,,,,7332.6921,8.0,30000.0,1.0,0.75303,4.09126,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.66032,3.0525,5718749.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2307.8326,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3249.58837,8.0,30000.0,0.76912,205.25072,9.23193,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99657,1.00001,1873485.06357,10.0,high_dim_sparseish,,3.78337,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,239043.03233,8.0,30000.0,0.99423,0.00135,0.1255,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,148240.4474,8.0,30000.0,1.0,0.0,0.20237,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00015,1873752.25,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,1043101.83716,8.0,30000.0,1.0,0.01561,0.02876,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.76285,10.0,high_dim_sparseish,,105.48863,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,68922.467,8.0,30000.0,1.0,0.0,0.43527,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00968,1891605.75,10.0,high_dim_sparseish,,0.13691,,,,,,32768.0,,,,,53.0,20214349.0,30000.0,,2544.0,,,,7303.6247,8.0,30000.0,1.0,0.96858,4.10754,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.87179,2.29262,4295147.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2309.93107,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3246.65894,8.0,30000.0,0.90496,129.26286,9.24026,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.94899,1.01086,1893811.93313,10.0,high_dim_sparseish,,3.57894,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,257889.35324,8.0,30000.0,0.95415,1.08634,0.11632,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,212071.39804,8.0,30000.0,1.0,0.0,0.14146,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00014,1873734.625,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,882548.71124,8.0,30000.0,1.0,0.01467,0.03399,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.81276,10.0,high_dim_sparseish,,102.45278,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,70975.81904,8.0,30000.0,1.0,0.0,0.42267,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00904,1890401.875,10.0,high_dim_sparseish,,0.13522,,,,,,32768.0,,,,,47.0,20212669.0,30000.0,,2256.0,,,,7394.87902,8.0,30000.0,1.0,0.90432,4.05686,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.79451,2.72532,5105785.0,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2305.33208,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3253.12615,8.0,30000.0,0.87827,172.5324,9.22189,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99331,1.00004,1873540.4551,10.0,high_dim_sparseish,,3.50337,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,263444.35118,8.0,30000.0,0.98986,0.0043,0.11387,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,215588.03386,8.0,30000.0,1.0,0.0,0.13915,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1873622.25,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,662162.12488,8.0,30000.0,1.0,0.00867,0.0453,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.91148,10.0,high_dim_sparseish,,113.22125,,8192.0,,,,,1.0,2.0,32.0,,,40406009.0,30000.0,,2816.0,,32.0,,64418.55459,8.0,30000.0,1.0,0.0,0.4657,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00753,1887567.5,10.0,high_dim_sparseish,,0.13595,,,,,,32768.0,,,,,57.0,20215309.0,30000.0,,2736.0,,,,7355.25809,8.0,30000.0,1.0,0.75303,4.07871,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.66032,3.0525,5718749.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2319.35436,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3233.4594,8.0,30000.0,0.76912,205.25072,9.27798,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99657,1.00001,1873485.06357,10.0,high_dim_sparseish,,3.48622,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,263313.03461,8.0,30000.0,0.99423,0.00135,0.11393,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,181451.75045,8.0,30000.0,1.0,0.0,0.16533,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00015,1873752.25,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,939773.57659,8.0,30000.0,1.0,0.01561,0.03192,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.76285,10.0,high_dim_sparseish,,106.36711,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,68458.57629,8.0,30000.0,1.0,0.0,0.43822,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00968,1891605.75,10.0,high_dim_sparseish,,0.13573,,,,,,32768.0,,,,,53.0,20214349.0,30000.0,,2544.0,,,,7367.30689,8.0,30000.0,1.0,0.96858,4.07204,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.87179,2.29262,4295147.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2314.43759,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3240.32789,8.0,30000.0,0.90496,129.26286,9.25832,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.94899,1.01086,1893811.93313,10.0,high_dim_sparseish,,3.50928,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,261162.23724,8.0,30000.0,0.95415,1.08634,0.11487,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,215044.0009,8.0,30000.0,1.0,0.0,0.1395,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00014,1873734.625,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318669.0,30000.0,,,,,,844063.87042,8.0,30000.0,1.0,0.01467,0.03554,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.81276,10.0,high_dim_sparseish,,107.74098,,8192.0,,,,,1.0,2.0,32.0,,,40406025.0,30000.0,,2816.0,,32.0,,67577.72705,8.0,30000.0,1.0,0.0,0.44393,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00904,1890401.875,10.0,high_dim_sparseish,,0.13603,,,,,,32768.0,,,,,47.0,20212669.0,30000.0,,2256.0,,,,7351.22874,8.0,30000.0,1.0,0.90432,4.08095,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.79451,2.72532,5105785.0,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),2302.39733,,8192.0,,,,,,,,,,52489687.0,30000.0,,10752.0,,,224.0,3257.27776,8.0,30000.0,0.87827,172.5324,9.21014,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99331,1.00004,1873540.4551,10.0,high_dim_sparseish,,3.47914,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,40400724.0,30000.0,10.0,1424.0,0.0,,,263065.97625,8.0,30000.0,0.98986,0.0043,0.11403,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1873459.75,10.0,high_dim_sparseish,,,,,,,,,,,,,,20317685.0,30000.0,,,,,,196819.55992,8.0,30000.0,1.0,0.0,0.15242,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1873622.25,10.0,high_dim_sparseish,,,,,,,,,,,,,,20318701.0,30000.0,,,,,,775213.0085,8.0,30000.0,1.0,0.00867,0.03869,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,1873459.91914,10.0,high_dim_sparseish,,110.15211,,8192.0,,,,,1.0,2.0,32.0,,,40406009.0,30000.0,,2816.0,,32.0,,65902.71984,8.0,30000.0,1.0,0.0,0.45521,42.0,insertion-only,Kmeans_sweep
